0.000000 0.000000
0.010000 -0.099984
0.020000 -0.199868
0.030000 -0.299556
0.040000 -0.398948
0.050000 -0.497947
0.060000 -0.596454
0.070000 -0.694372
0.080000 -0.791605
0.090000 -0.888058
0.100000 -0.983633
0.110000 -1.078239
0.120000 -1.171780
0.130000 -1.264165
0.140000 -1.355303
0.150000 -1.445103
0.160000 -1.533477
0.170000 -1.620338
0.180000 -1.705600
0.190000 -1.789179
0.200000 -1.870993
0.210000 -1.950960
0.220000 -2.029003
0.230000 -2.105043
0.240000 -2.179006
0.250000 -2.250818
0.260000 -2.320410
0.270000 -2.387712
0.280000 -2.452658
0.290000 -2.515184
0.300000 -2.575227
0.310000 -2.632730
0.320000 -2.687635
0.330000 -2.739887
0.340000 -2.789436
0.350000 -2.836233
0.360000 -2.880231
0.370000 -2.921386
0.380000 -2.959659
0.390000 -2.995012
0.400000 -3.027409
0.410000 -3.056819
0.420000 -3.083212
0.430000 -3.106563
0.440000 -3.126848
0.450000 -3.144049
0.460000 -3.158146
0.470000 -3.169127
0.480000 -3.176981
0.490000 -3.181701
0.500000 -3.183280
0.510000 -3.181718
0.520000 -3.177017
0.530000 -3.169181
0.540000 -3.158217
0.550000 -3.144138
0.560000 -3.126955
0.570000 -3.106687
0.580000 -3.083354
0.590000 -3.056977
0.600000 -3.027585
0.610000 -2.995205
0.620000 -2.959869
0.630000 -2.921612
0.640000 -2.880473
0.650000 -2.836491
0.660000 -2.789711
0.670000 -2.740177
0.680000 -2.687940
0.690000 -2.633050
0.700000 -2.575562
0.710000 -2.515532
0.720000 -2.453021
0.730000 -2.388088
0.740000 -2.320800
0.750000 -2.251221
0.760000 -2.179421
0.770000 -2.105470
0.780000 -2.029441
0.790000 -1.951410
0.800000 -1.871454
0.810000 -1.789650
0.820000 -1.706081
0.830000 -1.620828
0.840000 -1.533976
0.850000 -1.445610
0.860000 -1.355818
0.870000 -1.264688
0.880000 -1.172309
0.890000 -1.078774
0.900000 -0.984175
0.910000 -0.888604
0.920000 -0.792157
0.930000 -0.694928
0.940000 -0.597013
0.950000 -0.498509
0.960000 -0.399513
0.970000 -0.300123
0.980000 -0.200437
0.990000 -0.100553
1.000000 -0.000569
0.000000 0.000000
0.010000 -0.089985
0.020000 -0.179882
0.030000 -0.269601
0.040000 -0.359053
0.050000 -0.448152
0.060000 -0.536808
0.070000 -0.624935
0.080000 -0.712445
0.090000 -0.799252
0.100000 -0.885270
0.110000 -0.970415
0.120000 -1.054602
0.130000 -1.137749
0.140000 -1.219772
0.150000 -1.300593
0.160000 -1.380129
0.170000 -1.458304
0.180000 -1.535040
0.190000 -1.610261
0.200000 -1.683894
0.210000 -1.755864
0.220000 -1.826102
0.230000 -1.894538
0.240000 -1.961105
0.250000 -2.025736
0.260000 -2.088369
0.270000 -2.148941
0.280000 -2.207392
0.290000 -2.263665
0.300000 -2.317705
0.310000 -2.369457
0.320000 -2.418871
0.330000 -2.465899
0.340000 -2.510493
0.350000 -2.552610
0.360000 -2.592208
0.370000 -2.629248
0.380000 -2.663693
0.390000 -2.695511
0.400000 -2.724668
0.410000 -2.751137
0.420000 -2.774891
0.430000 -2.795907
0.440000 -2.814164
0.450000 -2.829644
0.460000 -2.842332
0.470000 -2.852215
0.480000 -2.859283
0.490000 -2.863530
0.500000 -2.864952
0.510000 -2.863547
0.520000 -2.859315
0.530000 -2.852263
0.540000 -2.842396
0.550000 -2.829724
0.560000 -2.814260
0.570000 -2.796018
0.580000 -2.775018
0.590000 -2.751280
0.600000 -2.724826
0.610000 -2.695684
0.620000 -2.663882
0.630000 -2.629451
0.640000 -2.592426
0.650000 -2.552842
0.660000 -2.510740
0.670000 -2.466159
0.680000 -2.419146
0.690000 -2.369745
0.700000 -2.318006
0.710000 -2.263979
0.720000 -2.207719
0.730000 -2.149280
0.740000 -2.088720
0.750000 -2.026099
0.760000 -1.961478
0.770000 -1.894923
0.780000 -1.826497
0.790000 -1.756269
0.800000 -1.684308
0.810000 -1.610685
0.820000 -1.535473
0.830000 -1.458745
0.840000 -1.380578
0.850000 -1.301049
0.860000 -1.220236
0.870000 -1.138219
0.880000 -1.055078
0.890000 -0.970897
0.900000 -0.885757
0.910000 -0.799744
0.920000 -0.712941
0.930000 -0.625435
0.940000 -0.537312
0.950000 -0.448658
0.960000 -0.359562
0.970000 -0.270111
0.980000 -0.180393
0.990000 -0.090497
1.000000 -0.000512
0.000000 0.000000
0.010000 -0.079987
0.020000 -0.159895
0.030000 -0.239645
0.040000 -0.319159
0.050000 -0.398357
0.060000 -0.477163
0.070000 -0.555498
0.080000 -0.633284
0.090000 -0.710446
0.100000 -0.786907
0.110000 -0.862591
0.120000 -0.937424
0.130000 -1.011332
0.140000 -1.084242
0.150000 -1.156082
0.160000 -1.226782
0.170000 -1.296270
0.180000 -1.364480
